0,416.975
1,419.699
2,415.452
3,419.755
4,411.096
5,418.844
6,409.639
7,417.638
8,409.325
9,413.306
10,404.378
11,408.95
12,403.647
13,410.877
14,403.813
15,412.029
16,413.438
17,415.965
18,414.356
19,418.856
20,411.921
21,415.712
22,412.086
23,420.282
24,414.899
25,420.814
26,416.409
27,423.401
28,421.438
29,426.581
30,426.174
31,432.5
32,436.976
33,438.517
34,439.594
35,443.323
36,438.337
37,442.704
38,439.973
39,447.567
40,444.451
41,448.959
42,448.557
43,454.211
44,452.745
45,454.241
46,455.581
47,459.176
48,462.883
49,464.302
50,466.728
51,469.783
52,469.303
53,474.778
54,472.415
55,479.276
56,477.69
57,482.474
58,483.468
59,484.46
60,486.83
61,486.018
62,491.352
63,493.683
64,499.003
65,500.62
66,503.904
67,503.959
68,504.386
69,506.65
70,512.109
71,516.88
72,516.629
73,516.067
74,520.459
75,520.723
76,524.074
77,524.678
78,527.061
79,531.021
80,540.059
81,536.612
82,545.736
83,544.345
84,545.699
85,545.797
86,548.564
87,550.148
88,551.542
89,550.818
90,554.952
91,555.339
92,558.717
93,556.96
94,560.973
95,562.525
96,570.663
97,568.865
98,575.581
99,572.71
100,576.95
101,577.721
102,581.353
103,582.648
104,583.67
105,584.631
106,590.182
107,593.328
108,595.184
109,595.929
110,604.127
111,602.959
112,615.476
113,612.209
114,621.663
115,621.757
116,626.199
117,631.231
118,631.787
119,636.869
120,639.813
121,640.151
122,647.465
123,647.337
124,650.528
125,649.466
126,655.558
127,655.259
128,664.803
129,663.64
130,670.603
131,670.37
132,671.04
133,674.565
134,675.752
135,679.104
136,684.695
137,681.671
138,690.292
139,690.555
140,694.139
141,693.383
142,699.895
143,701.24
144,709.201
145,707.734
146,714.52
147,714.916
148,719.099
149,719.741
150,725.435
151,729.278
152,730.805
153,732.122
154,737.45
155,736.938
156,741.887
157,742.27
158,748.375
159,748.582
160,756.092
161,756.288
162,762.285
163,761.802
164,760.225
165,765.577
166,766.452
167,771.427
168,772.603
169,775.97
170,777.303
171,782.605
172,783.27
173,786.259
174,787.833
175,792.623
176,796.164
177,795.6
178,802.509
179,803.573
180,799.787
181,804.643
182,804.752
183,812.766
184,808.857
185,812.145
186,811.058
187,816.94
188,816.385
189,818.692
190,815.076
191,822.495
192,822.473
193,826.151
194,823.714
195,830.469
196,826.227
197,832.48
198,828.315
199,835.821
200,834.311
201,837.981
202,836.263
203,844.057
204,843.087
205,848.029
206,848.357
207,854.391
208,856.538
209,864.241
210,861.846
211,866.756
212,863.889
213,870.903
214,865.55
215,873.828
216,868.051
217,878.413
218,870.706
219,879.65
220,875.398
221,882.736
222,879.412
223,888.307
224,885.463
225,890.867
226,889.705
227,896.176
228,889.196
229,898.903
230,890.552
231,904.361
232,894.065
233,905.454
234,896.299
235,906.11
236,899.299
237,904.631
238,901.476
239,910.927
240,906.821
241,908.162
242,905.2
243,916.831
244,907.378
245,918.585
246,913.907
247,927.879
248,916.047
249,928.483
250,922.798
251,933.466
252,925.503
253,936.714
254,928.778
255,938.698
256,933.139
257,943.349
258,935.029
259,947.447
260,934.769
261,944.026
262,932.587
263,949.868
264,937.08
265,948.198
266,935.587
267,941.429
268,935.312
269,946.288
270,939.076
271,950.401
272,941.998
273,953.489
274,942.871
275,951.424
276,938.881
277,956.259
278,940.983
279,954.255
280,942.064
281,955.449
282,943.074
283,960.771
284,944.23
285,955.96
286,944.065
287,959.263
288,948.114
289,959.616
290,945.555
291,961.052
292,941.53
293,954.164
294,938.741
295,958.101
296,942.863
297,954.72
298,941.712
299,953.863
300,940.637
301,951.83
302,940.933
303,955.212
304,945.932
305,957.02
306,945.324
307,957.567
308,942.458
309,957.659
310,945.852
311,959.571
312,943.361
313,959.312
314,944.995
315,955.613
316,943.142
317,953.094
318,942.907
319,952.962
320,945.852
321,954.729
322,944.119
323,957.467
324,943.579
325,956.839
326,944.753
327,958.718
328,940.909
329,955.944
330,942.862
331,952.606
332,942.452
333,948.824
334,939.374
335,949.321
336,939.804
337,947.807
338,936.86
339,945.291
340,929.585
341,939.949
342,925.415
343,945.229
344,930.011
345,943.815
346,927.872
347,938.725
348,920.942
349,933.174
350,919.723
351,929.905
352,921.215
353,927.631
354,911.949
355,922.65
356,908.787
357,921.998
358,909.301
359,926.076
360,908.116
361,918.271
362,903.978
363,913.18
364,899.622
365,909.038
366,894.026
367,907.025
368,894.543
369,903.865
370,896.378
371,909.207
372,894.878
373,908.12
374,894.876
375,911.42
376,894.773
377,904.602
378,891.464
379,901.091
380,884.81
381,896.746
382,879.766
383,891.676
384,880.146
385,890.982
386,878.441
387,894.752
388,875.888
389,888.958
390,872.061
391,892.712
392,869.492
393,883.351
394,866.888
395,880.493
396,863.217
397,871.452
398,856.356
399,868.128
400,856.308
401,860.934
402,852.605
403,860.055
404,848.309
405,854.91
406,846.98
407,852.881
408,842.407
409,838.793
410,838.039
411,835.472
412,831.121
413,831.519
414,829.453
415,826.655
416,834.179
417,828.473
418,830.038
419,831.977
420,824.882
421,832.968
422,819.645
423,831.868
424,815.92
425,832.281
426,813.058
427,829.272
428,805.614
429,818.046
430,799.02
431,822.511
432,797.048
433,820.51
434,793.463
435,818.792
436,781.07
437,813.822
438,778.015
439,810.383
440,773.186
441,809.141
442,770.493
443,806.66
444,767.281
445,798.751
446,760.803
447,791.943
448,764.075
449,788.289
450,763.25
451,790.17
452,755.552
453,778.576
454,755.787
455,784.089
456,753.001
457,775.154
458,753.254
459,772.408
460,745.786
461,769.02
462,745.031
463,761.681
464,743.108
465,759.435
466,737.759
467,755.473
468,732.928
469,753.098
470,724.819
471,750.623
472,723.227
473,741.12
474,719.189
475,736.004
476,707.485
477,728.166
478,704.812
479,723.199
480,707.247
481,721
482,707.157
483,719.68
484,701.949
485,713.898
486,695.666
487,709.142
488,692.993
489,703.036
490,688.444
491,699.716
492,685.868
493,694.208
494,685.57
495,694.512
496,691.086
497,696.509
498,688.937
499,693.964
500,682.025
501,689.057
502,676.959
503,684.954
504,673.203
505,677.531
506,669.514
507,673.393
508,665.561
509,671.345
510,662.488
511,666.313
512,664.344
513,666.931
514,657.955
515,664.435
516,652.023
517,659.412
518,642.972
519,659.311
520,643.241
521,652.094
522,638.776
523,648.707
524,632.445
525,645.21
526,631.494
527,643.195
528,632.576
529,642.6
530,628.36
531,639.267
532,619.746
533,634.037
534,615.691
535,628.743
536,612.711
537,618.542
538,607.334
539,618.589
540,605.454
541,612.86
542,602.577
543,608.333
544,600.401
545,604.861
546,593.526
547,602.66
548,584.68
549,596.458
550,580.372
551,590.485
552,574.928
553,584.597
554,569.403
555,581.24
556,565.365
557,576.676
558,561.673
559,573.884
560,564.261
561,573.515
562,561.566
563,571.245
564,555.449
565,569.01
566,554.016
567,563.948
568,551.56
569,557.322
570,547.675
571,553.795
572,540.394
573,548.373
574,536.773
575,547.379
576,537.109
577,545.05
578,532.467
579,539.74
580,525.307
581,538.164
582,523.031
583,535.775
584,522.085
585,531.273
586,519.024
587,529.427
588,516.554
589,523.612
590,513
591,520.173
592,514.842
593,522.571
594,511.701
595,520.535
596,504.007
597,516.813
598,505.685
599,519.491
600,499.976
601,512.298
602,499.744
603,509.304
604,495.77
605,504.06
606,491.316
607,502.907
608,491.859
609,498.407
610,487.795
611,497.007
612,481.717
613,493.07
614,475.115
615,488.201
616,473.642
617,478.815
618,471.063
619,480.543
620,468.368
621,475.339
622,464.079
623,475.184
624,467.332
625,476.479
626,463.892
627,474.614
628,458.212
629,469.06
630,455.367
631,466.717
632,452.111
633,461.612
634,450.673
635,456.908
636,445.632
637,454.727
638,442.698
639,452.243
640,443.158
641,449.763
642,441.721
643,450.594
644,435.493
645,446.71
646,430.871
647,442.551
648,430.786
649,440.657
650,428.845
651,438.752
652,427.434
653,437.073
654,423.702
655,434.071
656,426.875
657,433.543
658,423.351
659,429.741
660,416.573
661,428.97
662,414.33
663,424.825
664,403.363
665,421.769
666,412.511
667,421.356
668,409.67
669,417.462
670,404.96
671,414.902
672,407.274
673,412.176
674,402.693
675,412.13
676,401.254
677,412.85
678,398.509
679,409.876
680,397.118
681,403.334
682,393.054
683,405.601
684,392.293
685,400.939
686,390.031
687,396.301
688,391.613
689,399.523
690,390.938
691,400.207
692,386.732
693,395.7
694,384.332
695,396.282
696,383.282
697,391.344
698,384.038
699,389.738
700,379.954
701,387.639
702,377.754
703,386.962
704,379.856
705,386.54
706,378.877
707,384.749
708,372.843
709,384.53
710,371.148
711,386.199
712,371.652
713,380.396
714,370.99
715,381.933
716,368.866
717,376.967
718,366.521
719,376.636
720,370.464
721,376.849
722,366.881
723,374.573
724,362.672
725,371.589
726,361.587
727,372.42
728,360.499
729,367.328
730,360.61
731,369.271
732,356.737
733,364.088
734,355.196
735,362.81
736,358.284
737,365.193
738,357.596
739,364.353
740,352.733
741,363.982
742,350.839
743,359.297
744,351.532
745,359.499
746,349.509
747,357.117
748,346.786
749,354.5
750,346.365
751,353.093
752,350.755
753,355.653
754,347.168
755,358.076
756,344.605
757,351.405
758,342.624
759,349.644
760,339.513
761,346.852
762,338.529
763,347.89
764,340.603
765,347.263
766,339.374
767,346.549
768,342.509
769,345.431
770,342.611
771,346.481
772,336.237
773,344.551
774,336.044
775,343.851
776,335.152
777,342.683
778,334.379
779,341.526
780,332.491
781,338.827
782,331.624
783,338.452
784,334.835
785,338.146
786,333.568
787,338.583
788,328.494
789,338.453
790,328.592
791,336.493
792,325.394
793,333.29
794,325.424
795,330.769
796,324.274
797,329.57
798,321.991
799,330.27
800,325.866
801,329.863
802,324.597
803,327.59
804,318.027
805,324.87
806,316.085
807,324.801
808,316.29
809,319.802
810,314.23
811,319.17
812,311.342
813,316.927
814,310.023
815,315.923
816,313.324
817,316.766
818,311.342
819,315.784
820,307.71
821,316.19
822,305.93
823,314.19
824,306.155
825,309.38
826,305.01
827,308.055
828,301.334
829,306.446
830,302.119
831,306.947
832,304.86
833,306.671
834,302.215
835,304.559
836,296.992
837,304.344
838,295.787
839,303.998
840,294.159
841,299.372
842,292.925
843,298.437
844,292.753
845,295.67
846,289.429
847,292.943
848,291.583
849,293.466
850,289.465
851,291.091
852,284.371
853,290.596
854,282.59
855,290.813
856,281.647
857,285.463
858,280.898
859,283.572
860,277.003
861,279.864
862,275.929
863,278.55
864,277.058
865,279.706
866,274.753
867,277.308
868,270.433
869,274.998
870,266.394
871,273.647
872,263.742
873,267.245
874,262.02
875,268.682
876,260.375
877,264.973
878,258.493
879,262.193
880,261.014
881,260.667
882,257.85
883,259.362
884,250.293
885,256.702
886,249.879
887,254.219
888,246.777
889,249.389
890,244.119
891,248.074
892,241.233
893,245.789
894,237.507
895,241.125
896,239.919
897,240.755
898,237.771
899,239.248
900,230.014
901,234.584
902,227.72
903,232.772
904,225.153
905,227.759
906,222.268
907,227.439
908,219.43
909,221.79
910,216.073
911,220.584
912,217.375
913,219.08
914,215.237
915,218.784
916,208.2
917,214.747
918,204.063
919,209.601
920,200.86
921,205.514
922,199.32
923,202.955
924,195.586
925,198.506
926,192.447
927,197.355
928,193.846
929,195.99
930,190.845
931,194.694
932,182.466
933,189.49
934,182.019
935,188.059
936,176.886
937,181.208
938,174.129
939,179.771
940,171.214
941,174.403
942,167.829
943,173.421
944,169.072
945,170.472
946,165.818
947,166.861
948,158.928
949,164.84
950,153.88
951,162.776
952,152.475
953,156.687
954,149.539
955,151.888
956,143.613
957,151.642
958,142.674
959,146.887
960,142.6
961,146.473
962,139.009
963,144.742
964,133.565
965,141.631
966,129.542
967,136.224
968,126.676
969,131.897
970,123.645
971,129.933
972,121.655
973,127.481
974,117.992
975,126.31
976,121.299
977,123.962
978,115.64
979,121.626
980,109.905
981,117.686
982,107.963
983,115.717
984,105.426
985,111.268
986,101.753
987,109.604
988,98.346
989,105.557
990,95.7
991,104.007
992,97.592
993,102.937
994,95.562
995,100.987
996,90.458
997,98.813
998,87.762
999,95.325
1000,84.094
1001,92.403
1002,80.388
1003,89.004
1004,80.044
1005,86.843
1006,77.223
1007,86.611
1008,79.244
1009,85.609
1010,76.487
1011,83.032
1012,70.718
1013,81.505
1014,68.682
1015,80.293
1016,69.744
1017,77.466
1018,65.79
1019,73.669
1020,62.893
1021,72.451
1022,61.52
1023,70.114
